pair_variables,pair_values_ordered,pair_position_class,permission_status,source_class,source_bucket,source_path,matched_tokens,csv_row_hit_count,text_line_hit_count,matched_fields,sample_context,promoted_to_source_law,promoted_to_admission
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_f0001_source_rule_probe_036_members.v1.csv,03_04,9,0,role_tokens,F0001 S0258 B=5 AND C=4 AND D=3 B C D 03 04 05 2 razor_small blocked_as_razor_small_until_proven 03 04 05 09 03_04 03_09 05_04 tuple_edge_609 tuple_edge_614 tuple_edge_921 false false,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_family_source_law_probe_035_families.v1.csv,03_04 04_03,14,0,family_key,F0001 roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921 9 9 B=5 AND C=4 AND D=3 | B=5 AND C=4 AND E=9 | B=5 AND D=3 | B=5 AND D=3 AND E=9 | B=5 AND E=9 | C=4 AND D=3 | C=4 AND D=3 AND E=9 | C,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_family_source_law_probe_035_members.v1.csv,03_04 04_03,62,0,family_key role_tokens,F0001 roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921 S0258 B=5 AND C=4 AND D=3 B C D 3 4 5 true 2 razor_small blocked_as_razor_small_until_proven 03 04 05 09 03_04 03_09 05_04 tuple_edge_6,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,03_04 04_03,24,0,candidate_id role_pairs,1 77698 g900_deferred_gate_candidate_03_04_05_10_07 g900_deferred_gate_receipt_a7f3f5c379cf15bd 3 4 5 10 7 03_04 04_05 10_05 10_07 tuple_edge_609 tuple_edge_1041 tuple_edge_1202 tuple_edge_1760 0 30 0 0 same repair same ,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,03_04 04_03,24,0,role_pairs,"1 77698 3 4 5 10 7 03_04 04_05 10_05 10_07 tuple_edge_609 tuple_edge_1041 tuple_edge_1202 tuple_edge_1760 true requires_own_future_gate_receipt 0 1 2 7 4 0 1 2 7 4 ((0, 1), (0, 10), (1, 2), (10, 13)) 13 14 0 5 2 14 0 1 6",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,03_04 04_03,24,0,expected_role_pairs role_pairs,1 77698 3 4 5 10 7 03_04 04_05 10_05 10_07 tuple_edge_609 tuple_edge_1041 tuple_edge_1202 tuple_edge_1760 03_04 04_05 10_05 10_07 3:23 4:54 10:23 10:24 4:23 5:24 5:23 7:24 0 30 0 0 0 30 0 0 same repair same same same rep,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv,03_04 04_03,24,0,role_pairs,1 77698 3 4 5 10 7 03_04 04_05 10_05 10_07 tuple_edge_609 tuple_edge_1041 tuple_edge_1202 tuple_edge_1760 0 30 0 0 same repair same same needs_new_gate_receipt false false false false deferred_gate_candidate run_future_g,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_function_search_029_field_census.v1.csv,03_04,2,0,examples,role_pairs role candidate_choice_variable identity_like_excluded too sharp or row-identity-like 71 1 1 71 13 0 03_04 04_05 10_05 10_07 | 03_04 04_05 10_05 10_11 | 03_04 04_05 10_05 10_14 | 03_04 04_05 14_05 14_08 | 03_04,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,prior_transport_surface,other,labs/g900_observatory/artifacts/csv/g900_transport_frontier_choice_variable_inventory_028_candidate_fields.v1.csv,03_04,2,0,examples,role_pairs role_pairs role candidate_choice_variable 71 71 71 13 0 03_04 04_05 10_05 10_07 | 03_04 04_05 10_05 10_11 | 03_04 04_05 10_05 10_14 | 03_04 04_05 14_05 14_08 | 03_04 04_05 14_05 14_10 | 03_04 04_05 14_05 14_13,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv,03_04 04_03,24,0,role_pairs,77698 3 4 5 10 7 03_04 04_05 10_05 10_07 tuple_edge_609 tuple_edge_1041 tuple_edge_1202 tuple_edge_1760 0 30 0 0 same repair same same needs_new_gate_receipt false false false false,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,prior_transport_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_closest_candidates.v1.csv,03_04 04_03,24,0,role_pairs,164113 6 12 9 3 4 06_12 12_09 03_09 03_04 tuple_edge_1472 tuple_edge_2309 tuple_edge_611 tuple_edge_612 0 4 2 3 2 70 needs_new_gate_receipt,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,successor_rule,labs/g900_observatory/artifacts/csv/g900_transport_successor_rule_family_filter_015_profile_matches.v1.csv,03_04 04_03,24,0,role_pairs,77698 3 4 5 10 7 03_04 04_05 10_05 10_07 tuple_edge_609 tuple_edge_1041 tuple_edge_1202 tuple_edge_1760 3:23 4:54 10:23 10:24 4:23 5:24 5:23 7:24 0 30 0 0 same repair same same false false,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,channel_candidate,labs/g900_observatory/artifacts/json/g900_channel_candidate_classifier_001.v1.json,03_04,0,4,,"      ""source_rail_id"": ""slot_pair_03_04_boundary_carrier"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,channel_source,labs/g900_observatory/artifacts/json/g900_channel_source_inventory_001.v1.json,03_04,0,4,,"      ""source_rail_id"": ""slot_pair_03_04_boundary_carrier"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_count_signature_class_anatomy_001.v1.json,03_04,0,20,,"          ""rail_id"": ""slot_pair_03_04_boundary_carrier"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,other_surface,edge_overlap,labs/g900_observatory/artifacts/json/g900_edge_overlap_candidate_inspection_001.v1.json,03_04,0,2,,"        ""target_rail_id"": ""slot_pair_03_04_boundary_carrier"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,endpoint_incidence,labs/g900_observatory/artifacts/json/g900_endpoint_incidence_source_reconstruction_001.v1.json,03_04,0,7,,"        ""rail_id"": ""slot_pair_03_04_boundary_carrier"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/json/g900_full60_hit_pair_g15_subgraph_audit_001.v1.json,03_04,0,1,,"      ""03_04"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_g15_cube_label_source_search_001.v1.json,03_04,0,1,,"          ""excerpt"": ""{\""all_g15_pair_count\"": 30, \""hit_equals_boundary_package_pairs\"": true, \""hit_pair_count\"": 9, \""hit_pairs\"": [\""02_03\"", \""02_08\"", \""03_09\"", \""05_10\"", \""05_14\"", \""06_12\"", \""06_13\"", \""07_11\",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,other_surface,projection_exception,labs/g900_observatory/artifacts/json/g900_projection_exception_handles_001.v1.json,03_04,0,2,,"      ""hit_signature"": ""slot_04_internal_carrier:6:4;slot_05_internal_carrier:6:4;slot_00_internal_carrier:5:4;slot_01_internal_carrier:5:4;slot_pair_04_05_boundary_carrier:12:2;slot_pair_00_04_boundary_carrier:11:1;slot",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/json/g900_return_cell_selector_field_origin_audit_001.v1.json,03_04,0,1,,"      ""03_04"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/json/g900_return_cell_transition_length_origin_audit_001.v1.json,03_04,0,1,,"      ""03_04"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,root_smoke,labs/g900_observatory/artifacts/json/g900_root_smoke_edge_limit_probe_001.v1.json,03_04,0,1,,"          ""rail_id"": ""slot_pair_03_04_boundary_carrier"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,root_smoke,labs/g900_observatory/artifacts/json/g900_root_smoke_signature_census_001.v1.json,03_04,0,20,,"        ""rail_id"": ""slot_pair_03_04_boundary_carrier"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,slot_pair,labs/g900_observatory/artifacts/json/g900_slot_pair_boundary_carrier_census_v0.1.json,03_04,0,1,,"      ""id"": ""slot_pair_03_04_boundary_carrier"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,candidate_family_census_014,labs/g900_observatory/artifacts/json/g900_transport_candidate_family_census_014.v1.json,03_04 04_03,0,9,,"      ""role_signature"": ""00_01 01_02 03_02 03_04"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/json/g900_transport_choice_construction_context_family_census_034.v1.json,03_04 04_03,0,20,,"      ""family_key"": ""roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/json/g900_transport_choice_constructive_provenance_search_033.v1.json,03_04,0,4,,"      ""sample_tokens"": ""03_04 03_09"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/json/g900_transport_choice_f0001_missing_prefix_edge_probe_037.v1.json,03_04,0,1,,"      ""03_04"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/json/g900_transport_choice_f0001_source_rule_probe_036.v1.json,03_04,0,2,,"    ""family_key"": ""roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/json/g900_transport_choice_family_source_law_probe_035.v1.json,03_04 04_03,0,11,,"      ""family_key"": ""roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/json/g900_transport_deferred_gate_frontier_worklist_018a.v1.json,03_04 04_03,0,20,,"      ""role_pairs"": ""03_04 04_05 10_05 10_07"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,prior_transport_surface,permission,labs/g900_observatory/artifacts/json/g900_transport_permission_sharpness_audit_021.v1.json,03_04 04_03,0,4,,"      ""role_pairs"": ""06_12 12_09 03_09 03_04"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,construction_surface,carrier,labs/g900_observatory/data/g900_carriers.v0.1.json,03_04,0,1,,"          ""id"": ""slot_pair_03_04_boundary_carrier"",",false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,other_surface,edge_overlap,labs/g900_observatory/notes/g900_edge_overlap_candidate_inspection_001.md,03_04,0,1,,- edge_overlap=1 vertex_overlap=6 | root_0_0_tuple_shell_depth_2 -> slot_pair_03_04_boundary_carrier,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/notes/g900_transport_choice_construction_context_family_census_034.md,03_04 04_03,0,6,,- `F0001` rows `9` status `repeated_construction_memory_no_law` key `roles=03_04 03_09 05_04 :: tuples=tuple_edge_609 tuple_edge_614 tuple_edge_921`,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/notes/g900_transport_choice_f0001_missing_prefix_edge_probe_037.md,03_04,0,1,,Role tokens: `03_04 03_09 05_04`,false,false
C D,04 03,internal_adjacent_edge,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/notes/g900_transport_choice_f0001_source_rule_probe_036.md,03_04,0,1,,F0001 role tokens: `03_04 03_09 05_04`,false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,channel_candidate,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv,04_09,12,0,source_evidence source_rail_id target_rail_id,28 boundary_to_slot_internal_incidence endpoint_incidence_handle structural_incidence not_admitted_obvious_handle slot_pair_04_09_boundary_carrier slot_04_internal_carrier slot_pair_boundary_carriers slot_internal_carrie,false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,channel_source,labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_001_candidates.v1.csv,04_09,12,0,evidence source_rail_id target_rail_id,boundary_to_slot_internal_incidence slot_pair_04_09_boundary_carrier slot_04_internal_carrier boundary carrier names one endpoint slot carried by this internal carrier slot_pair=04_09 endpoint_slot=04 False,false,false
C E,04 09,skip_one_jump,allowed_local_member,other_surface,projection_exception,labs/g900_observatory/artifacts/csv/g900_projection_exception_handles_001_rows.v1.csv,04_09,11,0,hit_signature,"slot_0_single_escape_to_4 0:14 0 14 4 slot_04_internal_carrier 4 6 31,30,17,4 31 30 17 4 slot_04_internal_carrier:6:4;slot_05_internal_carrier:6:4;slot_00_internal_carrier:5:4;slot_01_internal_carrier:5:4;slot_pair_04_05",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,root_smoke,labs/g900_observatory/artifacts/csv/g900_root_smoke_signature_census_001_rows.v1.csv,04_09,330,0,hit_signature,"0:1 0 1 30 30 9 9 17 30,30,9,9 slot_00_internal_carrier:9:9;slot_pair_00_04_boundary_carrier:17:4;slot_pair_00_01_boundary_carrier:13:4;slot_04_internal_carrier:8:4;slot_pair_00_05_boundary_carrier:13:3;slot_pair_00_06_b",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,candidate_family_census_014,labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_exact_packet_closes.v1.csv,04_09 09_04,176,0,role_pairs,6096 0 4 9 3 2 00_04 04_09 03_09 03_02 23 24 23 24 tuple_edge_2171 tuple_edge_922 tuple_edge_611 tuple_edge_265 0:53 4:24 3:23 3:54 4:23 9:24 9:23 2:24 false false,false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,candidate_family_census_014,labs/g900_observatory/artifacts/csv/g900_transport_candidate_family_census_014_near_misses.v1.csv,04_09 09_04,472,0,role_pairs,17 0 1 2 4 9 00_01 01_02 04_02 04_09 3 DC:missing_target_anchor_edge,false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_construction_context_family_census_034_families.v1.csv,04_09 09_04,15,0,family_key sample_role_tokens,F0002 roles=04_03 04_09 08_03 :: tuples=tuple_edge_609 tuple_edge_613 tuple_edge_922 9 B=8 AND C=3 AND D=4 | B=8 AND C=3 AND E=9 | B=8 AND D=4 | B=8 AND D=4 AND E=9 | B=8 AND E=9 | C=3 AND D=4 | C=3 AND D=4 AND E=9 | C=3,false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_construction_context_family_census_034_target_family_rows.v1.csv,04_09 09_04,61,0,family_key sample_role_tokens,S0334 A=4 AND B=9 AND D=10 A B D 4 | 9 | 10 3 small_bucket blocked_by_null_or_marginal_stress construction_context_covisible_no_promotion roles=04_09 09_11 10_11 :: tuples=tuple_edge_2424 tuple_edge_2584 tuple_edge_920 g,false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_constructive_provenance_search_033_hits.v1.csv,04_09 09_04,46,0,token,S0129 A=4 AND D=10 04_09 construction_surface labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv primary_context_token,false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_constructive_provenance_search_033_targets.v1.csv,04_09 09_04,61,0,sample_hit_paths sample_tokens,S0334 A=4 AND B=9 AND D=10 A B D 4 | 9 | 10 3 small_bucket blocked_by_null_or_marginal_stress 21 22 23 111105 111107 111111 3 3 6 56 12 54 4 2 construction_context_covisible_no_promotion false 04_09 09_11 10_11 tuple_edg,false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_f0001_missing_prefix_edge_probe_037_family_omissions.v1.csv,04_09 09_04,14,0,family_key role_tokens,F0002 roles=04_03 04_09 08_03 :: tuples=tuple_edge_609 tuple_edge_613 tuple_edge_922 9 04_03 04_09 08_03 tuple_edge_609 tuple_edge_613 tuple_edge_922 03 04 08 09 08 09 B C D E 08 03 04 09 true true true 9 10 B C 03 08  t,false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,permission,labs/g900_observatory/artifacts/csv/g900_transport_choice_f0001_permission_denial_probe_038_pair_profile.v1.csv,04_09 09_04,1,0,direct_edge_token reverse_edge_token,C E 04 09 04 09 2 skip_one_jump false false false true false 04_09 09_04 allowed_local_member false false,false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,permission,labs/g900_observatory/artifacts/csv/g900_transport_choice_f0001_permission_denial_probe_038_source_visibility.v1.csv,04_09,1,0,matched_tokens,C E 04 09 skip_one_jump allowed_local_member 37 16 7 10 4 04_09 labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv | labs/g900_observatory/artifacts/csv/g900_channel_source_inventory_00,false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_family_source_law_probe_035_families.v1.csv,04_09 09_04,14,0,family_key,F0002 roles=04_03 04_09 08_03 :: tuples=tuple_edge_609 tuple_edge_613 tuple_edge_922 9 9 B=8 AND C=3 AND D=4 | B=8 AND C=3 AND E=9 | B=8 AND D=4 | B=8 AND D=4 AND E=9 | B=8 AND E=9 | C=3 AND D=4 | C=3 AND D=4 AND E=9 | C,false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/csv/g900_transport_choice_family_source_law_probe_035_members.v1.csv,04_09 09_04,60,0,family_key role_tokens,F0002 roles=04_03 04_09 08_03 :: tuples=tuple_edge_609 tuple_edge_613 tuple_edge_922 S0260 B=8 AND C=3 AND D=4 B C D 3 4 8 true 2 razor_small blocked_as_razor_small_until_proven 03 04 08 09 04_03 04_09 08_03 tuple_edge_6,false,false
C E,04 09,skip_one_jump,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_candidate_gate_audit_020_rows.v1.csv,04_09 09_04,24,0,candidate_id role_pairs,20 111086 g900_deferred_gate_candidate_04_09_11_07_10 g900_deferred_gate_receipt_450c95c95e0a5da2 4 9 11 7 10 04_09 09_11 07_11 07_10 tuple_edge_920 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 0 30 0 0 same repair sa,false,false
C E,04 09,skip_one_jump,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_frontier_symmetry_census_019_rows.v1.csv,04_09 09_04,24,0,role_pairs,"20 111086 4 9 11 7 10 04_09 09_11 07_11 07_10 tuple_edge_920 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 true requires_own_future_gate_receipt 0 5 7 3 6 0 3 14 1 6 ((0, 2), (0, 4), (1, 4), (2, 7)) 8 13 0 11 14 10 0 2",false,false
C E,04 09,skip_one_jump,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_full_audit_018b_rows.v1.csv,04_09 09_04,24,0,expected_role_pairs role_pairs,20 111086 4 9 11 7 10 04_09 09_11 07_11 07_10 tuple_edge_920 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 04_09 09_11 07_11 07_10 4:23 9:54 7:23 7:24 9:23 11:24 11:23 10:24 0 30 0 0 0 30 0 0 same repair same same same,false,false
C E,04 09,skip_one_jump,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/csv/g900_transport_deferred_gate_frontier_worklist_018a.v1.csv,04_09 09_04,24,0,role_pairs,20 111086 4 9 11 7 10 04_09 09_11 07_11 07_10 tuple_edge_920 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 0 30 0 0 same repair same same needs_new_gate_receipt false false false false deferred_gate_candidate run_futur,false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_gate_family_filter_016_candidates.v1.csv,04_09 09_04,24,0,role_pairs,111086 4 9 11 7 10 04_09 09_11 07_11 07_10 tuple_edge_920 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 0 30 0 0 same repair same same needs_new_gate_receipt false false false false,false,false
C E,04 09,skip_one_jump,allowed_local_member,prior_transport_surface,permission,labs/g900_observatory/artifacts/csv/g900_transport_permission_sharpness_audit_021_closest_candidates.v1.csv,04_09 09_04,24,0,role_pairs,111209 4 9 12 6 13 04_09 09_12 06_12 06_13 tuple_edge_920 tuple_edge_2425 tuple_edge_1472 tuple_edge_1475 4 4 3 3 3 24 needs_new_gate_receipt,false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,successor_rule,labs/g900_observatory/artifacts/csv/g900_transport_successor_rule_family_filter_015_profile_matches.v1.csv,04_09 09_04,24,0,role_pairs,111086 4 9 11 7 10 04_09 09_11 07_11 07_10 tuple_edge_920 tuple_edge_2424 tuple_edge_1759 tuple_edge_1760 4:23 9:54 7:23 7:24 9:23 11:24 11:23 10:24 0 30 0 0 same repair same same false false,false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,channel_candidate,labs/g900_observatory/artifacts/json/g900_channel_candidate_classifier_001.v1.json,04_09,0,4,,"      ""source_rail_id"": ""slot_pair_04_09_boundary_carrier"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,channel_source,labs/g900_observatory/artifacts/json/g900_channel_source_inventory_001.v1.json,04_09,0,4,,"      ""source_rail_id"": ""slot_pair_04_09_boundary_carrier"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_count_signature_class_anatomy_001.v1.json,04_09,0,20,,"      ""sample_hit_signature"": ""slot_09_internal_carrier:6:4;slot_07_internal_carrier:5:4;slot_10_internal_carrier:5:4;slot_11_internal_carrier:5:4;slot_pair_09_11_boundary_carrier:11:2;slot_pair_07_11_boundary_carrier:10",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,endpoint_incidence,labs/g900_observatory/artifacts/json/g900_endpoint_incidence_source_reconstruction_001.v1.json,04_09,0,7,,"        ""rail_id"": ""slot_pair_04_09_boundary_carrier"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,full60,labs/g900_observatory/artifacts/json/g900_full60_hit_pair_g15_subgraph_audit_001.v1.json,04_09,0,1,,"      ""04_09"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,other_surface,other,labs/g900_observatory/artifacts/json/g900_g15_cube_label_source_search_001.v1.json,04_09,0,1,,"          ""excerpt"": ""{\""all_g15_pair_count\"": 30, \""hit_equals_boundary_package_pairs\"": true, \""hit_pair_count\"": 9, \""hit_pairs\"": [\""02_03\"", \""02_08\"", \""03_09\"", \""05_10\"", \""05_14\"", \""06_12\"", \""06_13\"", \""07_11\",false,false
C E,04 09,skip_one_jump,allowed_local_member,other_surface,projection_exception,labs/g900_observatory/artifacts/json/g900_projection_exception_handles_001.v1.json,04_09,0,20,,"      ""hit_signature"": ""slot_04_internal_carrier:6:4;slot_05_internal_carrier:6:4;slot_00_internal_carrier:5:4;slot_01_internal_carrier:5:4;slot_pair_04_05_boundary_carrier:12:2;slot_pair_00_04_boundary_carrier:11:1;slot",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/json/g900_return_cell_selector_field_origin_audit_001.v1.json,04_09,0,1,,"      ""04_09"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,return_cell,labs/g900_observatory/artifacts/json/g900_return_cell_transition_length_origin_audit_001.v1.json,04_09,0,1,,"      ""04_09"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,root_smoke,labs/g900_observatory/artifacts/json/g900_root_smoke_signature_census_001.v1.json,04_09,0,20,,"      ""signature"": ""slot_09_internal_carrier:6:4;slot_11_internal_carrier:6:4;slot_06_internal_carrier:5:4;slot_12_internal_carrier:5:4;slot_pair_09_11_boundary_carrier:12:2;slot_pair_06_12_boundary_carrier:10:2;slot_pai",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,slot_pair,labs/g900_observatory/artifacts/json/g900_slot_pair_boundary_carrier_census_v0.1.json,04_09,0,1,,"      ""id"": ""slot_pair_04_09_boundary_carrier"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/json/g900_transport_choice_construction_context_family_census_034.v1.json,04_09 09_04,0,12,,"      ""family_key"": ""roles=04_03 04_09 08_03 :: tuples=tuple_edge_609 tuple_edge_613 tuple_edge_922"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/artifacts/json/g900_transport_choice_family_source_law_probe_035.v1.json,04_09 09_04,0,6,,"      ""family_key"": ""roles=04_03 04_09 08_03 :: tuples=tuple_edge_609 tuple_edge_613 tuple_edge_922"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,prior_transport_surface,deferred,labs/g900_observatory/artifacts/json/g900_transport_deferred_gate_frontier_worklist_018a.v1.json,04_09 09_04,0,20,,"      ""role_pairs"": ""04_09 09_11 07_11 07_10"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,prior_transport_surface,permission,labs/g900_observatory/artifacts/json/g900_transport_permission_sharpness_audit_021.v1.json,04_09,0,5,,"      ""role_pairs"": ""04_09 09_12 06_12 06_13"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,construction_surface,carrier,labs/g900_observatory/data/g900_carriers.v0.1.json,04_09,0,1,,"          ""id"": ""slot_pair_04_09_boundary_carrier"",",false,false
C E,04 09,skip_one_jump,allowed_local_member,choice_surface_excluded,other,labs/g900_observatory/notes/g900_transport_choice_construction_context_family_census_034.md,04_09 09_04,0,5,,- `F0002` rows `9` status `repeated_construction_memory_no_law` key `roles=04_03 04_09 08_03 :: tuples=tuple_edge_609 tuple_edge_613 tuple_edge_922`,false,false
D E,03 09,suffix_terminal_edge,allowed_local_member,construction_surface,channel_candidate,labs/g900_observatory/artifacts/csv/g900_channel_candidate_classifier_001_rows.v1.csv,03_09,12,0,source_evidence source_rail_id target_rail_id,24 boundary_to_slot_internal_incidence endpoint_incidence_handle structural_incidence not_admitted_obvious_handle slot_pair_03_09_boundary_carrier slot_03_internal_carrier slot_pair_boundary_carriers slot_internal_carrie,false,false
