i,source_file,json_path,artifact,artifact_family,key,pair_key,source_endpoints,source_pair,context_context_ladder,context_is_target_foundation_packet,source_root_slot,source_limit_transition,source_side_gap_signature,nonfoundation_packet_keys,broken_ladder,phase_ladder_values,inside_moving_endpoint,outside_moving_endpoint,anchor,root
117,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[17],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 6, 9, 12]",,6,,,
118,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[18],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 6, 9, 12]",,6,,,
119,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[20],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,,,,,
120,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[21],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,,,,,
121,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[23],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,,,,,
122,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[24],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,,,,,
123,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[25],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
124,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[26],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
125,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[27],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
126,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[28],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
127,g900_six_nine_source_geometry_address_handle_039.v1.json,$.context_only_rows_first_30[29],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
128,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[1],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,9,,,
129,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[2],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,9,,,
130,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[4],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,6,,,
131,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[5],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,6,,,
132,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[7],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,9,,,
133,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[8],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,9,,,
134,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[10],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,6,,,
135,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[11],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 9, 6, 12]",,6,,,
136,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[12],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,"[3, 9, 6, 12]",,6,,,
137,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[13],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,"[3, 9, 6, 12]",,9,,,
138,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[14],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,"[3, 6, 9, 12]",,6,,,
139,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[15],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,"[3, 9, 6, 12]",,9,,,
140,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[17],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 6, 9, 12]",,6,,,
141,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[18],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,"[3, 6, 9, 12]",,6,,,
142,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[20],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,,,,,
143,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[21],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,,,,,
144,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[23],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,,,,,,,,
145,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[24],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,,,,,,,,
146,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[25],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
147,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[26],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
148,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[27],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
149,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[28],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
150,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.path_handle_rows_first_30[29],g900_six_nine_foundation_packet_origin_selector_008.v1.json,six_nine,source_pair,06_09,,06_09,,,,23->24,,,,,,,,
151,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[0],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
152,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[1],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
153,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[2],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
154,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[3],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
155,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[4],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
156,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[5],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
157,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[6],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
158,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[7],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
159,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[8],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
160,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[9],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
161,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[10],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
162,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[11],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
163,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[12],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
164,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[13],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
165,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[14],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
166,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[15],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
167,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[16],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
168,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[17],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
169,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[18],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
170,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[19],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
171,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[20],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
172,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[21],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
173,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[22],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
174,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[23],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
175,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[24],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
176,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[25],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
177,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[26],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
178,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[27],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
179,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[28],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
180,g900_six_nine_source_geometry_signature_origin_038.v1.json,$.source_geometry_rows_first_30[29],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 9, 6, 12]",9,,,
181,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[0],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,12,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
182,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[1],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,12,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
183,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[2],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,12,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
184,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[3],g900-six-nine-ladder-3-6-9-12-source-derivation-audit-001.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,12,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
185,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[4],g900_all_phase_ladder_spectrum_audit_001.v1.json,phase,source_pair,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
186,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[5],g900_all_phase_ladder_spectrum_audit_001.v1.json,phase,source_endpoints,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
187,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[6],g900_all_phase_ladder_spectrum_audit_001.v1.json,phase,source_pair,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
188,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[7],g900_all_phase_ladder_spectrum_audit_001.v1.json,phase,source_endpoints,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
189,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[8],g900_all_phase_ladder_spectrum_audit_001.v1.json,phase,source_pair,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 9, 6, 12]",9,,,
190,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[9],g900_all_phase_ladder_spectrum_audit_001.v1.json,phase,source_endpoints,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 9, 6, 12]",9,,,
191,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[10],g900_distinct_ladder_nonanswer_comparison_001.v1.json,ladder,source_pair,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
192,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[11],g900_distinct_ladder_nonanswer_comparison_001.v1.json,ladder,source_endpoints,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
193,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[12],g900_distinct_ladder_nonanswer_comparison_001.v1.json,ladder,source_pair,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 9, 6, 12]",9,,,
194,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[13],g900_distinct_ladder_nonanswer_comparison_001.v1.json,ladder,source_endpoints,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 9, 6, 12]",9,,,
195,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[14],g900_phase3_fork_ladder_family_audit_001.v1.json,phase,source_pair,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
196,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[15],g900_phase3_fork_ladder_family_audit_001.v1.json,phase,source_endpoints,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
197,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[16],g900_phase3_other_ladder_comparison_001.v1.json,phase,source_pair,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
198,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[17],g900_phase3_other_ladder_comparison_001.v1.json,phase,source_endpoints,06_09,"[6, 9]",06_09,,,12,23->24,,,,"[3, 6, 9, 12]",6,,,
199,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[18],g900_six_nine_endpoint_chord_hinge_origin_law_029.v1.json,six_nine,endpoints,06_09,,,,,,,,,,,,,,
200,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[19],g900_six_nine_endpoint_chord_hinge_origin_law_029.v1.json,six_nine,endpoint_chord,06_09,,,,,,,,,,,,,,
201,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[20],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,packet.source_endpoints,06_09,,,,,,,,,,,,,,
202,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[21],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",,,,,,,,"[3, 9, 6, 12]",,9,,,
203,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[22],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,packet.source_endpoints,06_09,,,,,,,,,,,,,,
204,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[23],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",,,,,,,,"[3, 9, 6, 12]",,6,,,
205,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[24],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,packet.source_endpoints,06_09,,,,,,,,,,,,,,
206,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[25],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",,,,,,,,"[3, 6, 9, 12]",,6,,,
207,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[26],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,packet.source_endpoints,06_09,,,,,,,,,,,,,,
208,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[27],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",,,,,,,,,,,,,
209,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[28],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_pair,06_09,,06_09,,,3,23->24,,,"[3, 9, 6, 12]",,6,,,
210,g900_six_nine_source_like_endpoint_contrast_inspection_033.v1.json,$.target_rows_first_30[29],g900_six_nine_foundation_packet_broader_origin_selector_009.v1.json,six_nine,source_pair,06_09,,06_09,,,6,23->24,,,"[3, 9, 6, 12]",,9,,,
211,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[0],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
212,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[1],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
213,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[2],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
214,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[3],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 6, 9, 12]",9,,,
215,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[4],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
216,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[5],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
217,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[6],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
218,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[7],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"[9,11]",,"[3, 9, 6, 12]","[3, 9, 6, 12]",6,,,
219,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[8],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
220,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[9],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
221,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[10],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_endpoints,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
222,g900_six_nine_target_only_signature_selector_037.v1.json,$.selected_rows_first_30[11],g900_six_nine_source_geometry_field_origin_inventory_005.v1.json,six_nine,source_pair,06_09,"[6, 9]",06_09,,,,23->24,"9,11",,,"[3, 6, 9, 12]",6,,,
